live	函数名	未限定名	定义位置	call_like_count	all_occurrences	原始签名	功能签名	前几个命中
present	方法虚拟存在服务类::同步方法首节点结构特征	同步方法首节点结构特征	方法虚拟存在服务类.cpp:648	3	3	bool 方法虚拟存在服务类::同步方法首节点结构特征( 方法类::节点类* 方法首节点, 存在节点类* 宿主存在, 时间戳 now)	类别=更新;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=存在;约束=无显式约束	方法虚拟存在服务类.cpp:634:已写入; }  // 功能：同步线程、任务、场景或对象之间的状态。 bool 方法虚拟存在服务类::同步方法首节点结构特征(     方法类::节点类* 方法首节点,     存在节点类* 宿主存在,     时间戳 now) {     auto* 首节点 = 私有_归一到方法首节 | 方法虚拟存在服务类.cpp:747:= 初始化方法虚拟存在基础信息(首节点, 宿主存在, now) || 已同步;     已同步 = 同步方法首节点结构特征(首节点, 宿主存在, now) || 已同步;     已同步 = 私有_同步方法状态特征(首节点, 宿主存在, now) || 已同步;     已同步 =  | 方法虚拟存在服务类.h:27:    时间戳 now = 结构体_时间戳::当前_微秒());      static bool 同步方法首节点结构特征(         方法类::节点类* 方法首节点,         存在节点类* 宿主存在 = nullptr,         时间戳 now = 结构体_时
present	方法虚拟存在服务类::初始化方法统计特征	初始化方法统计特征	方法虚拟存在服务类.cpp:711	3	3	bool 方法虚拟存在服务类::初始化方法统计特征( 方法类::节点类* 方法首节点, 存在节点类* 宿主存在, 时间戳 now)	类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=存在;约束=无显式约束	方法虚拟存在服务类.cpp:698:n 已写入; }  // 功能：初始化相关对象、状态或运行上下文。 bool 方法虚拟存在服务类::初始化方法统计特征(     方法类::节点类* 方法首节点,     存在节点类* 宿主存在,     时间戳 now) {     auto* 首节点 = 私有_归一到方法首节 | 方法虚拟存在服务类.cpp:749:步 = 私有_同步方法状态特征(首节点, 宿主存在, now) || 已同步;     已同步 = 初始化方法统计特征(首节点, 宿主存在, now) || 已同步;     return 已同步; }  // 功能：记录日志、动态、证据或运行痕迹。 bool 方法虚拟存在服务类 | 方法虚拟存在服务类.h:32:    时间戳 now = 结构体_时间戳::当前_微秒());      static bool 初始化方法统计特征(         方法类::节点类* 方法首节点,         存在节点类* 宿主存在 = nullptr,         时间戳 now = 结构体_时
present	特征类::查找子特征_按名称	查找子特征_按名称	特征类.cpp:2320	3	3	特征节点类* 特征类::查找子特征_按名称(const 基础信息节点类* 宿主, const 语素入口节点类* 名称) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:2383:rn nullptr; }  // 功能：按条件查找目标对象、方法或事实。 特征节点类* 特征类::查找子特征_按名称(const 基础信息节点类* 宿主, const 语素入口节点类* 名称) const {     if (!基础信息_ || !名称) return null | 特征类.cpp:2603:    return false;         }         auto* 实例子节点 = 查找子特征_按名称(实例特征, 抽象子信息->名称);         if (!实例子节点) {             return false;         }      | 特征类.h:279:信息节点类* 宿主, const 语素入口节点类* 特征类型) const;     特征节点类* 查找子特征_按名称(const 基础信息节点类* 宿主, const 语素入口节点类* 名称) const;     特征值 读取子特征值_按类型(const 基础信息节点类* 宿
present	特征类::查找实例特征_按抽象特征	查找实例特征_按抽象特征	特征类.cpp:2468	3	3	特征节点类* 特征类::查找实例特征_按抽象特征( const 基础信息节点类* 宿主, const 抽象特征节点类* 抽象特征) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:2615:eturn true; }  // 功能：按条件查找目标对象、方法或事实。 特征节点类* 特征类::查找实例特征_按抽象特征(     const 基础信息节点类* 宿主,     const 抽象特征节点类* 抽象特征) const {     if (!宿主 || !抽象特征) r | 特征类.cpp:2644:(!宿主 || !抽象特征) return nullptr;     if (auto* 命中 = 查找实例特征_按抽象特征(宿主, 抽象特征)) {         return 命中;     }      const auto* 抽象主信息 = 取抽象特征主信息(抽象特征);   | 特征类.h:295:特征节点类* 抽象特征, const 特征节点类* 实例特征) const;     特征节点类* 查找实例特征_按抽象特征(         const 基础信息节点类* 宿主,         const 抽象特征节点类* 抽象特征) const;     特征节点类* 取或创建实
present	特征类::写入特征值_按参数	写入特征值_按参数	特征类.cpp:2512	3	3	特征写入结果 特征类::写入特征值_按参数(特征节点类* 节点, const 特征值& 值, const 写入参数& 参数)	类别=写入;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:2659:宿主, 主信息); }  // 功能：把处理结果写入指定对象、场景或日志。 特征写入结果 特征类::写入特征值_按参数(特征节点类* 节点, const 特征值& 值, const 写入参数& 参数) {     特征写入结果 结果{};     结果.特征 = 节点;      | 特征类.cpp:2807:now) {     写入参数 参数{};     参数.ts = now;     return 写入特征值_按参数(节点, 值, 参数).特征 != nullptr && 特征值有效(值); }  // 功能：把处理结果写入指定对象、场景或日志。 bool 特征类::写入特征 | 特征类.h:302: 基础信息节点类* 宿主,         抽象特征节点类* 抽象特征);      特征写入结果 写入特征值_按参数(特征节点类* 节点, const 特征值& 值, const 写入参数& 参数 = {});     bool 写入特征值(特征节点类* 节点, const 特
present	特征类::写入三维体素特征值	写入三维体素特征值	特征类.cpp:2682	3	3	bool 特征类::写入三维体素特征值(特征节点类* 节点, VecU句柄 值, 时间戳 now)	类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:2829: 值 }, now); }  // 功能：把处理结果写入指定对象、场景或日志。 bool 特征类::写入三维体素特征值(特征节点类* 节点, VecU句柄 值, 时间戳 now) {     return 值.有效() && 写入特征值_VecU句柄(节点, 值, now); } | 特征类.cpp:3604:层块边长);             }         }     }      结果.成功 = 写入三维体素特征值(节点, 结果.根句柄, now);     return 结果; }  // 功能：把长方体输入归一化后写入三维体素二分层链。 结构_三维体素链写入结果 特征类 | 特征类.h:307:节点, 指针句柄 值, 时间戳 now = 结构体_时间戳::当前_微秒());     bool 写入三维体素特征值(特征节点类* 节点, VecU句柄 值, 时间戳 now = 结构体_时间戳::当前_微秒());     bool 读取三维体素特征值(const 特征节点类
present	特征类::读取三维体素特征值	读取三维体素特征值	特征类.cpp:2688	3	3	bool 特征类::读取三维体素特征值(const 特征节点类* 节点, VecU句柄& 输出值) const	类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束	场景类.cpp:261:征类型);         VecU句柄 存在体素根句柄{};         if (!特征服务.读取三维体素特征值(三维体素特征, 存在体素根句柄)) continue;          Vector3D 存在原点{};         if (!存在服务.读取存在场景绝对 | 特征类.cpp:2835:U句柄(节点, 值, now); }  // 功能：从指定来源读取数据或状态。 bool 特征类::读取三维体素特征值(const 特征节点类* 节点, VecU句柄& 输出值) const {     输出值 = {};     const auto 值 = 读取特征值(节点) | 特征类.h:308:, VecU句柄 值, 时间戳 now = 结构体_时间戳::当前_微秒());     bool 读取三维体素特征值(const 特征节点类* 节点, VecU句柄& 输出值) const;     bool 清空三维体素特征值(特征节点类* 节点, 时间戳 now = 结构体
present	特征类::枚举命中抽象状态	枚举命中抽象状态	特征类.cpp:2719	3	3	std::vector<抽象特征节点类*> 特征类::枚举命中抽象状态(const 特征节点类* 实例特征) const	类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:2866:; }  // 功能：按函数名执行对应处理。 std::vector<抽象特征节点类*> 特征类::枚举命中抽象状态(const 特征节点类* 实例特征) const {     std::vector<抽象特征节点类*> 命中{};     if (!基础信息_ || !实例 | 特征类.cpp:2908:f (!实例主信息) return nullptr;      const auto 命中集合 = 枚举命中抽象状态(实例特征);     if (命中集合.empty()) {         实例主信息->当前命中抽象特征.清空();         return null | 特征类.h:311:const 特征节点类* 节点) const;     std::vector<抽象特征节点类*> 枚举命中抽象状态(const 特征节点类* 实例特征) const;     抽象特征节点类* 解析实例特征命中抽象特征(特征节点类* 实例特征);     bool 设置实例特
present	特征类::升格当前稳态为抽象区间	升格当前稳态为抽象区间	特征类.cpp:2804	3	3	抽象特征节点类* 特征类::升格当前稳态为抽象区间(特征节点类* 实例特征)	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1760:世界树类::升格实例稳态为抽象区间(特征节点类* 实例特征) {     return 特征服务_.升格当前稳态为抽象区间(实例特征); }  // 功能：按函数名执行对应处理。 bool 世界树类::求值组合抽象特征(     基础信息节点类* 宿主,     抽象特征节点类* 组 | 特征类.cpp:2951:  return true; }  // 功能：按函数名执行对应处理。 抽象特征节点类* 特征类::升格当前稳态为抽象区间(特征节点类* 实例特征) {     auto* 实例主信息 = 取特征主信息(实例特征);     auto* 抽象特征 = 实例主信息 ? 实例主信息->抽 | 特征类.h:315:     bool 清除实例特征局部区间覆盖(特征节点类* 实例特征);     抽象特征节点类* 升格当前稳态为抽象区间(特征节点类* 实例特征);     bool 合并抽象区间(抽象特征节点类* 目标抽象特征, const 抽象特征节点类* 来源抽象特征);     bool
present	特征类::获取比较方式	获取比较方式	特征类.cpp:2883	3	3	枚举_特征值比较模式 特征类::获取比较方式( const 语素入口节点类*, const 特征值& 左值, const 特征值& 右值) const noexcept	类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept	特征类.cpp:3030:alse; }  // 功能：读取并返回指定对象、状态或运行材料。 枚举_特征值比较模式 特征类::获取比较方式(     const 语素入口节点类*,     const 特征值& 左值,     const 特征值& 右值) const noexcept {      | 特征类.cpp:3064:ndex()) {         return 结果;     }      结果.比较方式 = 获取比较方式(特征类型, 左值, 右值);      switch (结果.比较方式) {     case 枚举_特征值比较模式::有序标量: {         cons | 特征类.h:321:      时间戳 now = 结构体_时间戳::当前_微秒());     枚举_特征值比较模式 获取比较方式(         const 语素入口节点类* 特征类型,         const 特征值& 左值,         const 特征值& 右值) cons
present	特征类::VecU解释规则_按特征类型	VecU解释规则_按特征类型	特征类.cpp:2972	3	3	结构_VecU特征解释规则 特征类::VecU解释规则_按特征类型(const 语素入口节点类* 特征类型)	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3152: 右特征主信息); }  // 功能：按函数名执行对应处理。 结构_VecU特征解释规则 特征类::VecU解释规则_按特征类型(const 语素入口节点类* 特征类型) {     if (!特征类型) return {};      if (语素入口同一(特征类型, 私有_平面轮廓特征 | 特征类.cpp:4108:_按特征类型(const 语素入口节点类* 特征类型) {     const auto 规则 = VecU解释规则_按特征类型(特征类型);     if (!规则.是坐标链()) return std::nullopt;     return 规则.坐标维度; }  // 功能：按函数 | 特征类.h:337:   const 特征值& 右值) const;     static 结构_VecU特征解释规则 VecU解释规则_按特征类型(const 语素入口节点类* 特征类型);     static std::optional<std::uint32_t> 轮廓坐标维度_按特征类型(const
present	特征类::三维体素包围立方体细分层数	三维体素包围立方体细分层数	特征类.cpp:3011	3	3	std::optional<std::uint32_t> 特征类::三维体素包围立方体细分层数( const std::uint32_t 宽度, const std::uint32_t 高度, const std::uint32_t 深度) noexcept	类别=未分类;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=特征;约束=noexcept	特征类.cpp:3191:算权重、状态、差值或派生结果。 std::optional<std::uint32_t> 特征类::三维体素包围立方体细分层数(     const std::uint32_t 宽度,     const std::uint32_t 高度,     const std::uint32_t | 特征类.cpp:3352:& 输出细分层数) {     输出细分层数 = 0;     const auto 细分层数 = 三维体素包围立方体细分层数(宽度, 高度, 深度);     if (!细分层数) return {};      const auto 期望块数 = 三维体素长方体占据位块数量(宽度,  | 特征类.h:340:noexcept;     static std::optional<std::uint32_t> 三维体素包围立方体细分层数(         std::uint32_t 宽度,         std::uint32_t 高度,         std::uint32_t 深度) n
present	特征类::创建三维体素占据位块	创建三维体素占据位块	特征类.cpp:3043	3	3	VecIU64 特征类::创建三维体素占据位块(const std::uint32_t 细分层数)	类别=构造;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3223:ull) / 64ull; }  // 功能：创建并返回或登记对应对象。 VecIU64 特征类::创建三维体素占据位块(const std::uint32_t 细分层数) {     const auto 块数 = 三维体素占据位块数量(细分层数);     if (块数 ==  | 特征类.cpp:3358:占据位块.size() < 期望块数) return {};      auto 标准占据位块 = 创建三维体素占据位块(*细分层数);     if (标准占据位块.empty()) return {};      for (std::uint32_t z = 0; z < 深度 | 特征类.h:349:   std::uint32_t 深度) noexcept;     static VecIU64 创建三维体素占据位块(std::uint32_t 细分层数);     static VecIU64 创建三维体素长方体占据位块(         std::uint32_t 宽度,
present	特征类::创建三维体素长方体占据位块	创建三维体素长方体占据位块	特征类.cpp:3053	3	3	VecIU64 特征类::创建三维体素长方体占据位块( const std::uint32_t 宽度, const std::uint32_t 高度, const std::uint32_t 深度)	类别=构造;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=特征;约束=无显式约束	"特征类.cpp:3233:e_t>(块数), 0); }  // 功能：创建并返回或登记对应对象。 VecIU64 特征类::创建三维体素长方体占据位块(     const std::uint32_t 宽度,     const std::uint32_t 高度,     const std::uint32_t | 特征类.cpp:3913:高度);             }         }     }      auto 位块 = 创建三维体素长方体占据位块(宽度, 高度, 深度);     if (位块.empty()) return 拒绝(""创建长方体体素位块未完成"");      for (std::size_ | 特征类.h:350:建三维体素占据位块(std::uint32_t 细分层数);     static VecIU64 创建三维体素长方体占据位块(         std::uint32_t 宽度,         std::uint32_t 高度,         std::uint32_t 深度); "
present	特征类::写入三维体素占据位	写入三维体素占据位	特征类.cpp:3084	3	3	bool 特征类::写入三维体素占据位( VecIU64& 占据位块, const std::uint32_t 细分层数, const std::uint32_t x, const std::uint32_t y, const std::uint32_t z, const bool 有存在) noexcept	类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=noexcept	特征类.cpp:3264:位索引)) != 0; }  // 功能：把处理结果写入指定对象、场景或日志。 bool 特征类::写入三维体素占据位(     VecIU64& 占据位块,     const std::uint32_t 细分层数,     const std::uint32_t x,     | 特征类.cpp:3365:占据位块, 宽度, 高度, 深度, x, y, z)) {                     写入三维体素占据位(标准占据位块, *细分层数, x, y, z, true);                 }             }         }     }   | 特征类.h:360:       std::uint32_t z) noexcept;     static bool 写入三维体素占据位(         VecIU64& 占据位块,         std::uint32_t 细分层数,         std::uint32_t x,
present	特征类::归一化三维体素长方体占据位块	归一化三维体素长方体占据位块	特征类.cpp:3164	3	3	VecIU64 特征类::归一化三维体素长方体占据位块( const VecIU64& 长方体占据位块, const std::uint32_t 宽度, const std::uint32_t 高度, const std::uint32_t 深度, std::uint32_t& 输出细分层数)	类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3344:  // 功能：把长方体输入归一化到标准包围立方体，填充区保持为空体素。 VecIU64 特征类::归一化三维体素长方体占据位块(     const VecIU64& 长方体占据位块,     const std::uint32_t 宽度,     const std::uint32_t | 特征类.cpp:3620:) {     std::uint32_t 细分层数 = 0;     auto 标准占据位块 = 归一化三维体素长方体占据位块(         长方体占据位块,         宽度,         高度,         深度,         细分层数);     if (标准占 | 特征类.h:384:z,         bool 有存在) noexcept;     static VecIU64 归一化三维体素长方体占据位块(         const VecIU64& 长方体占据位块,         std::uint32_t 宽度,         std::uint32_t
present	特征类::创建三维体素根节点VecU	创建三维体素根节点VecU	特征类.cpp:3196	3	3	VecIU64 特征类::创建三维体素根节点VecU( const std::uint32_t 细分层数, const std::uint32_t 最小体素边长_mm, const std::uint64_t 占据体素数量, const std::uint32_t 原始宽度, const std::uint32_t 原始高度, const std::uint	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3376:eturn 标准占据位块; }  // 功能：创建并返回或登记对应对象。 VecIU64 特征类::创建三维体素根节点VecU(     const std::uint32_t 细分层数,     const std::uint32_t 最小体素边长_mm,     const std: | 特征类.cpp:3528:计三维体素占据数(占据位块);     auto* 根节点 = 值池.创建值节点(         创建三维体素根节点VecU(             细分层数,             最小体素边长_mm,             占据总数,             原始宽度,    | 特征类.h:390:       std::uint32_t& 输出细分层数);     static VecIU64 创建三维体素根节点VecU(         std::uint32_t 细分层数,         std::uint32_t 最小体素边长_mm,         std::uint6
present	特征类::创建三维体素链节点VecU	创建三维体素链节点VecU	特征类.cpp:3231	3	3	VecIU64 特征类::创建三维体素链节点VecU( const std::uint32_t 层级, const std::uint32_t 最大层级, const std::uint32_t x, const std::uint32_t y, const std::uint32_t z, const std::uint32_t 边长, const 枚举_	类别=构造;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3411:根原始深度)     }; }  // 功能：创建并返回或登记对应对象。 VecIU64 特征类::创建三维体素链节点VecU(     const std::uint32_t 层级,     const std::uint32_t 最大层级,     const std::uint32 | 特征类.cpp:3552:o* 当前节点 = 值池.创建子值节点(             父节点,             创建三维体素链节点VecU(                 层级,                 细分层数,                 x0,                 y | 特征类.h:397:      std::uint32_t 原始深度 = 0);     static VecIU64 创建三维体素链节点VecU(         std::uint32_t 层级,         std::uint32_t 最大层级,         std::uint32_t x,
present	特征类::查询三维体素二分层链	查询三维体素二分层链	特征类.cpp:3473	3	3	结构_三维体素链查询结果 特征类::查询三维体素二分层链( const 特征值类& 值池, VecU句柄 根句柄, const std::uint32_t x, const std::uint32_t y, const std::uint32_t z, const std::uint32_t 查询层级)	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	特征类.cpp:3641:now); }  // 功能：按条件查找目标对象、方法或事实。 结构_三维体素链查询结果 特征类::查询三维体素二分层链(     const 特征值类& 值池,     VecU句柄 根句柄,     const std::uint32_t x,     const std::u | 特征类.cpp:4047:               }                  const auto 查询 = 查询三维体素二分层链(                     值池,                     存在体素根句柄,                     存在X,   | 特征类.h:436: now = 结构体_时间戳::当前_微秒());     static 结构_三维体素链查询结果 查询三维体素二分层链(         const 特征值类& 值池,         VecU句柄 根句柄,         std::uint32_t x,         st
present	特征类::比较平面轮廓VecI64	比较平面轮廓VecI64	特征类.cpp:4051	3	3	结构_轮廓比较结果 特征类::比较平面轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept	类别=比较;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=noexcept	特征类.cpp:4190:eturn 结果; }  // 功能：比较当前值、目标值或历史基准。 结构_轮廓比较结果 特征类::比较平面轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept {     return 比较坐标轮廓VecI64(左值, 右值, 2 | 特征类.cpp:4214:       return 结果;     }      if (*维度 == 2) return 比较平面轮廓VecI64(左值, 右值);     if (*维度 == 3) return 比较空间极值轮廓VecI64(左值, 右值);      结构_轮廓比较结果 结果{};   | 特征类.h:469:td::uint32_t 坐标维度) noexcept;     static 结构_轮廓比较结果 比较平面轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept;     static 结构_轮廓比较结果 比较空间极值轮廓VecI6
present	特征类::比较空间极值轮廓VecI64	比较空间极值轮廓VecI64	特征类.cpp:4057	3	3	结构_轮廓比较结果 特征类::比较空间极值轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept	类别=比较;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=noexcept	特征类.cpp:4196:, 右值, 2); }  // 功能：比较当前值、目标值或历史基准。 结构_轮廓比较结果 特征类::比较空间极值轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept {     return 比较坐标轮廓VecI64(左值, 右值, 3 | 特征类.cpp:4215:rn 比较平面轮廓VecI64(左值, 右值);     if (*维度 == 3) return 比较空间极值轮廓VecI64(左值, 右值);      结构_轮廓比较结果 结果{};     结果.坐标维度 = *维度;     结果.状态 = 枚举_轮廓比较状态::维度不支持;   | 特征类.h:470: const VecI64& 右值) noexcept;     static 结构_轮廓比较结果 比较空间极值轮廓VecI64(const VecI64& 左值, const VecI64& 右值) noexcept;     // 按特征类型选择平面或空间轮廓比较规则，未知类型返回不可
present	特征类::比较特征集合	比较特征集合	特征类.cpp:4144	3	3	存在比较结果 特征类::比较特征集合(const 特征集合& A, const 特征集合& B, const 集合比较参数& 参数) const	类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:3187:t auto 右特征集合 = 特征服务_.获取子特征(右存在);     return 特征服务_.比较特征集合(左特征集合, 右特征集合, 参数); }  // 功能：比较当前值、目标值或历史基准。 std::vector<二次特征节点类*> 世界树类::刷新存在比较二次 | 特征类.cpp:4287:  return 输出; }  // 功能：比较当前值、目标值或历史基准。 存在比较结果 特征类::比较特征集合(const 特征集合& A, const 特征集合& B, const 集合比较参数& 参数) const {     存在比较结果 结果{};      st | 特征类.h:479:前状态,         const 状态节点类* 目标状态) const;     存在比较结果 比较特征集合(const 特征集合& A, const 特征集合& B, const 集合比较参数& 参数 = {}) const;     std::string 生成度量
present	特征类::设置差异度函数	设置差异度函数	特征类.cpp:527	3	3	void 特征类::设置差异度函数(差异度函数 函数) noexcept	类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=特征;约束=noexcept	世界树类.cpp:1114:, 动态服务_(&基础信息链_)     , 因果服务_(&基础信息链_) {     特征服务_.设置差异度函数([this](const 语素入口节点类*, const 特征值& 左值, const 特征值& 右值) -> I64 {         return 默认特 | 特征类.cpp:572: 基础信息_ = 基础信息; }  // 功能：设置对象字段、状态或运行参数。 void 特征类::设置差异度函数(差异度函数 函数) noexcept {     差异度函数_ = std::move(函数); }  // 功能：按函数名执行对应处理。 特征节点主信息类*  | 特征类.h:221:      void 绑定基础信息(基础信息类* 基础信息) noexcept;     void 设置差异度函数(差异度函数 函数) noexcept;      特征节点主信息类* 取特征主信息(特征节点类* 节点) const noexcept;     const 特
present	特征类::取或创建子抽象特征_按类型	取或创建子抽象特征_按类型	特征类.cpp:715	3	3	抽象特征节点类* 特征类::取或创建子抽象特征_按类型( 基础信息节点类* 父抽象特征, const 语素入口节点类* 特征类型)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1738:抽象特征,     const 语素入口节点类* 特征类型) {     return 特征服务_.取或创建子抽象特征_按类型(         父抽象特征 ? 父抽象特征 : 取或创建抽象特征根(),         特征类型); }  // 功能：创建并返回或登记对应对象。 特征节点 | 特征类.cpp:787:return true; }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 特征类::取或创建子抽象特征_按类型(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 特征类型) {     if (auto* 命中 = 查找子抽象特征_按类型(父 | 特征类.h:261:抽象特征子链(const 基础信息节点类* 抽象特征节点) const;     抽象特征节点类* 取或创建子抽象特征_按类型(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 特征类型);     bool 初始化常用抽象特征(基础信息节点
present	状态类::创建世界状态	创建世界状态	状态类.cpp:450	3	3	状态节点类* 状态类::创建世界状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)	类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束	状态类.cpp:494:理) != nullptr; }  // 功能：创建并返回或登记对应对象。 状态节点类* 状态类::创建世界状态(     场景节点类* 场景,     基础信息节点类* 主体,     特征节点类* 特征,     const 特征值& 值,     bool 是否变化, | 状态类.cpp:516:    时间戳 now,     const 状态后处理回调& 后处理) {     return 创建世界状态(场景, 主体, 特征, 值, 是否变化, now, 后处理) != nullptr; }  // 功能：记录日志、动态、证据或运行痕迹。 状态节点类* 状态类: | 状态类.h:101:        const 状态后处理回调& 后处理 = {}     );     状态节点类* 创建世界状态(         场景节点类* 场景,         基础信息节点类* 主体,         特征节点类* 特征,         const 特征值& 值
present	状态类::绑定主体特征	绑定主体特征	状态类.cpp:907	3	3	bool 状态类::绑定主体特征(状态节点类* 节点, 基础信息节点类* 主体, 特征节点类* 特征)	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束	世界树类.cpp:2556:类* 节点, 基础信息节点类* 主体, 特征节点类* 特征) {     return 状态服务_.绑定主体特征(节点, 主体, 特征); }  // 功能：写入状态节点的状态值和可选时间戳。 bool 世界树类::写入状态值(状态节点类* 节点, const 特征值& 值 | 状态类.cpp:824:题_ = {}; }  // 功能：建立对象、任务、方法或因果之间的绑定关系。 bool 状态类::绑定主体特征(状态节点类* 节点, 基础信息节点类* 主体, 特征节点类* 特征) {     auto* 主信息 = 取状态主信息(节点);     if (!主信息) r | 状态类.h:158:) const;     void 清除最近清理问题快照() noexcept;     bool 绑定主体特征(状态节点类* 节点, 基础信息节点类* 主体, 特征节点类* 特征);     bool 写入状态值(状态节点类* 节点, const 特征值& 值, 时间戳
present	状态类::标记变化	标记变化	状态类.cpp:935	3	3	bool 状态类::标记变化(状态节点类* 节点, bool 是否变化)	类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束	世界树类.cpp:2580:::标记状态变化(状态节点类* 节点, bool 是否变化) {     return 状态服务_.标记变化(节点, 是否变化); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(场景节点类* 场景, 动态节点主信息类* 主信息) {  | 状态类.cpp:851:;     return true; }  // 功能：按函数名执行对应处理。 bool 状态类::标记变化(状态节点类* 节点, bool 是否变化) {     auto* 主信息 = 取状态主信息(节点);     if (!主信息) return false;  | 状态类.h:161:    // 仅写入状态节点上的显示缓存；权威变化关系由动态或二次特征比较生成。     bool 标记变化(状态节点类* 节点, bool 是否变化);  private:     static 时间戳 私有_取状态排序时间(const 状态节点主信息类& 主信息)
present	自我类::设置物理安全值	设置物理安全值	自我类.cpp:1008	3	3	bool 自我类::设置物理安全值(I64 值, 时间戳 now) noexcept	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept	自我类.cpp:968:    生命值上限_()); }  // 功能：设置对象字段、状态或运行参数。 bool 自我类::设置物理安全值(I64 值, 时间戳 now) noexcept {     return 私有_记录自我I64状态(         *this,         自我特征定 | 自我类.cpp:1997:(自我特征定义类::类型_自我_物理安全(), 当前物理安全值)) {         (void)设置物理安全值(默认最大安全值, now);     }     确保自我I64特征已初始化_(自我存在, 自我特征定义类::类型_自我_风险安全(), 默认最大安全值);   | 自我类.ixx:134:xcept;     I64 获取风险安全值() const noexcept;     bool 设置物理安全值(         I64 值,         时间戳 now = 结构体_时间戳::当前_微秒()     ) noexcept;      bool 是否已
