"live"	"函数名"	"未限定名"	"定义位置"	"call_like_count"	"原始签名"	"功能"	"签名风险标记"	"project_item"	"命中位置"
"present"	"私有_需求树SQL视图脚本"	"私有_需求树SQL视图脚本"	"需求类.cpp:362"	"1"	"std::string 私有_需求树SQL视图脚本()"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2230:            || !私有_执行需求树ADO命令(投影库连接串, ""需求树SQL投影视图"", 私有_需求树SQL视图脚本(), 错误)"
"present"	"私有_构造需求树SQL重写脚本"	"私有_构造需求树SQL重写脚本"	"需求类.cpp:514"	"1"	"std::string 私有_构造需求树SQL重写脚本( const std::vector<结构_需求树SQL行>& 行集, const std::string& 来源原因, const std::string& 根主键)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2231:            || !私有_执行需求树ADO命令(投影库连接串, ""需求树SQL投影重写"", 私有_构造需求树SQL重写脚本(行集, 原因文本, 根主键), 错误)) {"
"present"	"私有_目标特征是自检维护管理状态"	"私有_目标特征是自检维护管理状态"	"需求类.cpp:654"	"1"	"bool 私有_目标特征是自检维护管理状态(const 语素入口节点类* 目标特征类型) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:1027:    if (私有_目标特征是自检维护管理状态(目标特征类型)) {"
"present"	"私有_需求树SQL投影互斥"	"私有_需求树SQL投影互斥"	"需求类.cpp:66"	"1"	"std::mutex& 私有_需求树SQL投影互斥() noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2205:    std::lock_guard<std::mutex> SQL锁{ 私有_需求树SQL投影互斥() };"
"present"	"私有_状态主体主键_需求方向"	"私有_状态主体主键_需求方向"	"需求类.cpp:683"	"1"	"std::string 私有_状态主体主键_需求方向(const 状态节点类* 状态) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:899:            签名.目标主体主键 = 私有_状态主体主键_需求方向(目标状态);"
"present"	"私有_解析状态特征节点_需求校验"	"私有_解析状态特征节点_需求校验"	"需求类.cpp:729"	"1"	"特征节点类* 私有_解析状态特征节点_需求校验( const 状态节点类* 状态) noexcept"	"解析输入文本、消息、场景或运行包。"	""	"ClCompile"	"需求类.cpp:750:            私有_解析状态特征节点_需求校验(状态));"
"present"	"私有_方向掩码反向_需求方向"	"私有_方向掩码反向_需求方向"	"需求类.cpp:761"	"1"	"bool 私有_方向掩码反向_需求方向( const 三向关系掩码 左, const 三向关系掩码 右) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:1571:        if (私有_方向掩码反向_需求方向(左.方向掩码, 右.方向掩码)) {"
"present"	"私有_方向区间反向_需求方向"	"私有_方向区间反向_需求方向"	"需求类.cpp:773"	"1"	"bool 私有_方向区间反向_需求方向( const 二次特征主信息类::枚举_方向区间 左, const 二次特征主信息类::枚举_方向区间 右) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:1583:        if (私有_方向区间反向_需求方向(左.方向区间, 右.方向区间)) {"
"present"	"私有_方法树存在生产者"	"私有_方法树存在生产者"	"需求类.cpp:795"	"1"	"bool 私有_方法树存在生产者( const 语素入口节点类* 目标特征类型) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:826:        if (私有_方法树存在生产者(目标特征类型)) {"
"present"	"私有_目标特征是逻辑流程产物"	"私有_目标特征是逻辑流程产物"	"需求类.cpp:807"	"1"	"bool 私有_目标特征是逻辑流程产物( const 语素入口节点类* 目标特征类型) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:823:        if (私有_目标特征是逻辑流程产物(目标特征类型)) {"
"present"	"私有_查询枚举目标生产者分级"	"私有_查询枚举目标生产者分级"	"需求类.cpp:817"	"1"	"枚举_枚举目标生产者分级 私有_查询枚举目标生产者分级( const 语素入口节点类* 目标特征类型) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2114:    结果.生产者分级 = 私有_查询枚举目标生产者分级(结果.目标特征类型);"
"present"	"私有_生产者分级已有生产者"	"私有_生产者分级已有生产者"	"需求类.cpp:833"	"1"	"bool 私有_生产者分级已有生产者(枚举_枚举目标生产者分级 分级) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2130:    结果.有合法生产者 = 私有_生产者分级已有生产者(结果.生产者分级);"
"present"	"私有_特征_方法状态_需求校验"	"私有_特征_方法状态_需求校验"	"需求类.cpp:842"	"1"	"const 语素入口节点类* 私有_特征_方法状态_需求校验() noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:854:            私有_特征_方法状态_需求校验());"
"present"	"私有_枚举目标比较符合法"	"私有_枚举目标比较符合法"	"需求类.cpp:858"	"1"	"bool 私有_枚举目标比较符合法( const 语素入口节点类* 目标特征类型, 三向关系掩码 满足关系) noexcept"	"比较当前值、目标值或历史基准。"	""	"ClCompile"	"需求类.cpp:2115:    结果.比较符合法 = 私有_枚举目标比较符合法("
"present"	"私有_构造枚举目标校验摘要"	"私有_构造枚举目标校验摘要"	"需求类.cpp:875"	"1"	"std::string 私有_构造枚举目标校验摘要(const 结构_枚举目标校验结果& 结果)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"需求类.cpp:2171:            + 私有_构造枚举目标校验摘要(校验)"
"present"	"私有_生成需求方向签名_从材料"	"私有_生成需求方向签名_从材料"	"需求类.cpp:891"	"1"	"需求类::结构_需求方向签名 私有_生成需求方向签名_从材料( const 结构_二次特征方向签名材料& 材料) noexcept"	"根据二次特征方向签名材料生成需求方向签名。"	""	"ClCompile"	"需求类.cpp:1547:    return 私有_生成需求方向签名_从材料(材料);"
"present"	"私有_刷新父级需求结算摘要_需求类"	"私有_刷新父级需求结算摘要_需求类"	"需求类.cpp:927"	"1"	"void 私有_刷新父级需求结算摘要_需求类(需求类::节点类* 起点需求) noexcept"	"刷新父级需求结算摘要，不修改需求树结构。"	""	"ClCompile"	"需求类.cpp:1500:        私有_刷新父级需求结算摘要_需求类(需求);"
"present"	"合并需求主信息_已加锁"	"合并需求主信息_已加锁"	"需求类.h:1062"	"1"	"static void 合并需求主信息_已加锁( 需求主信息类& 目标, const 需求主信息类& 候选) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:1140:            合并需求主信息_已加锁(已有子需求->主信息, 主信息);"
"present"	"添加子需求节点_已加锁"	"添加子需求节点_已加锁"	"需求类.h:1090"	"1"	"节点类* 添加子需求节点_已加锁( 节点类* 父需求, const 结构_需求树更新指令& 指令) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:1176:            目标需求 = 添加子需求节点_已加锁(父需求, 指令);"
"present"	"执行新增需求指令_已加锁"	"执行新增需求指令_已加锁"	"需求类.h:1167"	"1"	"节点类* 执行新增需求指令_已加锁( 节点类* 父需求, 节点类* 目标需求, const 结构_需求树更新指令& 指令) noexcept"	"执行新增需求更新指令，新增或复用直接子需求并刷新父需求权重。"	""	"ClInclude"	"需求类.h:1276:            return 执行新增需求指令_已加锁(父需求, 目标需求, 指令);"
"present"	"执行更新或满足需求指令_已加锁"	"执行更新或满足需求指令_已加锁"	"需求类.h:1185"	"1"	"节点类* 执行更新或满足需求指令_已加锁( 节点类* 目标需求, const 结构_需求树更新指令& 指令) noexcept"	"执行更新或满足需求指令，更新目标需求字段并按需截止需求。"	""	"ClInclude"	"需求类.h:1280:            return 执行更新或满足需求指令_已加锁(目标需求, 指令);"
"present"	"执行删除需求指令_已加锁"	"执行删除需求指令_已加锁"	"需求类.h:1241"	"1"	"节点类* 执行删除需求指令_已加锁( 节点类* 需求根节点, 节点类* 目标需求) noexcept"	"执行删除需求指令，删除目标需求并刷新原父需求权重。"	""	"ClInclude"	"需求类.h:1283:            return 执行删除需求指令_已加锁(需求根节点, 目标需求);"
"present"	"执行更新指令_已加锁"	"执行更新指令_已加锁"	"需求类.h:1259"	"1"	"节点类* 执行更新指令_已加锁( 节点类* 需求根节点, const 结构_需求树更新指令& 指令) noexcept"	"更新已有对象、状态、索引或缓存。"	""	"ClInclude"	"需求类.h:678:            结果 = 执行更新指令_已加锁(真实根, 指令);"
"present"	"刷新直接子需求权重_已加锁"	"刷新直接子需求权重_已加锁"	"需求类.h:1312"	"1"	"std::size_t 刷新直接子需求权重_已加锁(节点类* 父需求) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:1298:        const auto 已刷新直接子节点数 = 刷新直接子需求权重_已加锁(父需求);"
"present"	"有方向信息"	"有方向信息"	"需求类.h:154"	"1"	"bool 有方向信息() const noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:163:            return !目标特征类型主键.empty() && 有方向信息();"
"present"	"计算子需求平分权重"	"计算子需求平分权重"	"需求类.h:565"	"1"	"static 结构_子需求平分权重 计算子需求平分权重( const std::int64_t 父需求安全权重, const std::int64_t 父需求服务权重, const std::int64_t 子需求数量) noexcept"	"计算权重、状态、差值或派生结果。"	""	"ClInclude"	"需求类.h:579:    static 结构_子需求平分权重 计算子需求平分权重(const 节点类* 父需求) noexcept"
"present"	"计算子需求平分权重"	"计算子需求平分权重"	"需求类.h:579"	"1"	"static 结构_子需求平分权重 计算子需求平分权重(const 节点类* 父需求) noexcept"	"计算权重、状态、差值或派生结果。"	""	"ClInclude"	"需求类.h:565:    static 结构_子需求平分权重 计算子需求平分权重("
"present"	"节点属于独立树_已加锁"	"节点属于独立树_已加锁"	"需求类.h:721"	"1"	"static bool 节点属于独立树_已加锁( const 节点类* 需求根节点, const 节点类* 候选节点) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:750:            if (节点属于独立树_已加锁(需求根节点, 候选节点)) {"
"present"	"状态特征类型主键_已加锁"	"状态特征类型主键_已加锁"	"需求类.h:758"	"1"	"static std::string 状态特征类型主键_已加锁( const 可解析引用<特征节点类>& 状态特征) noexcept"	"读取状态特征类型主键，不创建或修改节点。"	""	"ClInclude"	"需求类.h:914:            输出.目标特征类型主键 = 状态特征类型主键_已加锁(目标状态特征);"
"present"	"基础引用主键_已加锁"	"基础引用主键_已加锁"	"需求类.h:771"	"1"	"static std::string 基础引用主键_已加锁(const 可解析引用<基础信息节点类>& 引用) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:912:                输出.目标主体主键 = 基础引用主键_已加锁(目标状态主体);"
"present"	"存在引用主键_已加锁"	"存在引用主键_已加锁"	"需求类.h:780"	"1"	"static std::string 存在引用主键_已加锁(const 可解析引用<存在节点类>& 引用) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:867:        if (const auto 被需求存在主键 = 存在引用主键_已加锁(主信息.被需求存在);"
"present"	"收集直接子需求目标视图_已加锁"	"收集直接子需求目标视图_已加锁"	"需求类.h:994"	"1"	"static std::vector<结构_需求目标视图项> 收集直接子需求目标视图_已加锁( 节点类* 父需求) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"需求类.h:622:        return 收集直接子需求目标视图_已加锁(父需求);"
"present"	"私有_生成因果信息采样序号"	"私有_生成因果信息采样序号"	"因果类.cpp:79"	"1"	"static std::uint64_t 私有_生成因果信息采样序号(std::uint64_t 总耗时微秒) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"因果类.cpp:2299:        const auto 采样序号 = 私有_生成因果信息采样序号(总耗时微秒);"
"present"	"~私有_自我线程守卫"	"~私有_自我线程守卫"	"鱼巢.cpp:1026"	"1"	"~私有_自我线程守卫()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	"鱼巢.cpp:1020:        ~私有_自我线程守卫()"
"present"	"私有_记录动作验证报告结构日志"	"私有_记录动作验证报告结构日志"	"鱼巢.cpp:123"	"1"	"void 私有_记录动作验证报告结构日志( const std::uint64_t 线程Tick计数, const std::uint64_t 任务数, const std::uint64_t 需求数)"	"记录日志、动态、证据或运行痕迹。"	""	"ClCompile"	"鱼巢.cpp:728:        私有_记录动作验证报告结构日志("
"present"	"~结构_控制台自动刷新守卫"	"~结构_控制台自动刷新守卫"	"鱼巢.cpp:1498"	"1"	"~结构_控制台自动刷新守卫()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	"鱼巢.cpp:1492:        ~结构_控制台自动刷新守卫()"
"present"	"私有_解析非负毫秒参数"	"私有_解析非负毫秒参数"	"鱼巢.cpp:192"	"1"	"bool 私有_解析非负毫秒参数(std::string_view 文本, int& 输出) noexcept"	"解析输入文本、消息、场景或运行包。"	""	"ClCompile"	"鱼巢.cpp:221:            if (!私有_解析非负毫秒参数(文本, 候选)) {"
"present"	"私有_解析自检日志等待毫秒"	"私有_解析自检日志等待毫秒"	"鱼巢.cpp:213"	"1"	"int 私有_解析自检日志等待毫秒(int argc, char** argv) noexcept"	"解析输入文本、消息、场景或运行包。"	""	"ClCompile"	"鱼巢.cpp:2120:                    const int 等待毫秒 = 私有_解析自检日志等待毫秒(argc, argv);"
"present"	"私有_解析命令行相机命令"	"私有_解析命令行相机命令"	"鱼巢.cpp:246"	"1"	"枚举_命令行相机命令 私有_解析命令行相机命令(int argc, char** argv) noexcept"	"解析输入文本、消息、场景或运行包。"	""	"ClCompile"	"鱼巢.cpp:2144:        const auto 相机命令 = 私有_解析命令行相机命令(argc, argv);"
"present"	"私有_相机失败原因文本"	"私有_相机失败原因文本"	"鱼巢.cpp:265"	"1"	"const char* 私有_相机失败原因文本(双目相机本能适配器::失败原因 原因) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"鱼巢.cpp:286:            << "" | 原因="" << 私有_相机失败原因文本(结果.原因)"
"present"	"私有_相机调用结果摘要"	"私有_相机调用结果摘要"	"鱼巢.cpp:279"	"1"	"std::string 私有_相机调用结果摘要( std::string_view 阶段, const 双目相机本能适配器::调用结果& 结果)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"鱼巢.cpp:390:        const auto 文本 = 私有_相机调用结果摘要(阶段, 结果);"
"present"	"私有_执行命令行相机命令"	"私有_执行命令行相机命令"	"鱼巢.cpp:397"	"1"	"int 私有_执行命令行相机命令(枚举_命令行相机命令 命令)"	"执行任务、方法或动作的主体逻辑。"	""	"ClCompile"	"鱼巢.cpp:2147:            return 私有_执行命令行相机命令(相机命令);"
"present"	"私有_任务管理反馈类型文本"	"私有_任务管理反馈类型文本"	"鱼巢.cpp:549"	"1"	"const char* 私有_任务管理反馈类型文本(枚举_任务管理反馈类型 类型) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"鱼巢.cpp:781:                << "" | 反馈="" << (有最近治理结果 ? 私有_任务管理反馈类型文本(最近治理结果.最近反馈类型) : ""空"")"
"present"	"私有_拼接片段"	"私有_拼接片段"	"鱼巢.cpp:561"	"1"	"std::string 私有_拼接片段(const std::vector<std::string>& 片段)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"鱼巢.cpp:1006:            项目运行警告日志(""自我实现检查/缺失 | "" + 私有_拼接片段(缺失项));"
"present"	"私有_统计任务节点"	"私有_统计任务节点"	"鱼巢.cpp:645"	"1"	"void 私有_统计任务节点( const 任务类::节点类* 任务根节点, std::size_t& 头结点数, std::size_t& 步骤节点数)"	"统计需求任务链中的任务头节点和步骤节点数量。"	""	"ClCompile"	"鱼巢.cpp:724:        私有_统计任务节点("
"present"	"私有_初始化日志"	"私有_初始化日志"	"鱼巢.cpp:678"	"1"	"void 私有_初始化日志()"	"初始化相关对象、状态或运行上下文。"	""	"ClCompile"	"鱼巢.cpp:2102:        私有_初始化日志();"
"present"	"语素类::确保信息入口对应基础信息"	"确保信息入口对应基础信息"	"语素类.cpp:1111"	"1"	"基础信息节点类* 语素类::确保信息入口对应基础信息(const std::string& 词值, 枚举_信息入口类型 信息入口类型, 基础信息类* 基础信息仓库, 基础信息节点类* 父节点)"	"确保目标结构、状态或前置条件存在并可用。"	""	"ClCompile"	"语素类.h:89:    基础信息节点类* 确保信息入口对应基础信息("
"present"	"语素类::查找语素入口对应基础信息"	"查找语素入口对应基础信息"	"语素类.cpp:1118"	"1"	"基础信息节点类* 语素类::查找语素入口对应基础信息(const 语素入口节点类* 入口节点) const"	"按条件查找目标对象、方法或事实。"	""	"ClCompile"	"语素类.h:95:    基础信息节点类* 查找语素入口对应基础信息(const 语素入口节点类* 入口节点) const;"
"present"	"语素类::读取信息入口定义"	"读取信息入口定义"	"语素类.cpp:1174"	"1"	"const 结构_信息入口定义* 语素类::读取信息入口定义(枚举_信息入口类型 信息入口类型) noexcept"	"读取指定信息入口类型的定义项。"	""	"ClCompile"	"语素类.h:101:    static const 结构_信息入口定义* 读取信息入口定义(枚举_信息入口类型 信息入口类型) noexcept;"
"present"	"语素类::读取信息入口默认人类词性"	"读取信息入口默认人类词性"	"语素类.cpp:1192"	"1"	"枚举_词性 语素类::读取信息入口默认人类词性(枚举_信息入口类型 信息入口类型) noexcept"	"读取指定信息入口类型默认映射的人类词性。"	""	"ClCompile"	"语素类.h:104:    static 枚举_词性 读取信息入口默认人类词性(枚举_信息入口类型 信息入口类型) noexcept;"
"present"	"语素类::通过词和场景查找基础信息"	"通过词和场景查找基础信息"	"语素类.cpp:1249"	"1"	"std::vector<基础信息节点类*> 语素类::通过词和场景查找基础信息( const std::string& 词字符串, 场景节点类* 当前场景, const 枚举_词性* 词性 ) const"	"按条件查找目标对象、方法或事实。"	""	"ClCompile"	"语素类.h:118:    std::vector<基础信息节点类*> 通过词和场景查找基础信息("
"present"	"语素类::添加二次特征词"	"添加二次特征词"	"语素类.cpp:1284"	"1"	"词节点类* 语素类::添加二次特征词(语素节点类* 参照物, 语素节点类* 比较对象, 语素节点类* 比较类型)"	"按函数名执行对应处理。"	""	"ClCompile"	"语素类.h:124:    词节点类* 添加二次特征词(语素节点类* 参照物, 语素节点类* 比较对象, 语素节点类* 比较类型);"
"present"	"枚举_词性_工厂::批量添加动态映射"	"批量添加动态映射"	"语素类.cpp:1532"	"1"	"void 枚举_词性_工厂::批量添加动态映射(const std::vector<std::pair<枚举_词性, std::string>>& 映射列表)"	"按函数名执行对应处理。"	""	"ClCompile"	"语素类.h:146:    static void 批量添加动态映射(const std::vector<std::pair<枚举_词性, std::string>>& 映射列表);"
"present"	"枚举_词性_工厂::清除动态映射"	"清除动态映射"	"语素类.cpp:1540"	"1"	"void 枚举_词性_工厂::清除动态映射()"	"按函数名执行对应处理。"	""	"ClCompile"	"语素类.h:147:    static void 清除动态映射();"
"present"	"私有_引用指向"	"私有_引用指向"	"语素类.cpp:207"	"1"	"bool 私有_引用指向(const 可解析引用<基础信息节点类>& 引用, const 基础信息节点类* 节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:237:                if (私有_引用指向(引用, 基础信息节点)) return true;"
"present"	"私有_场景索引包含"	"私有_场景索引包含"	"语素类.cpp:227"	"1"	"bool 私有_场景索引包含( 基础信息类& 基础信息, const 场景节点类* 场景, const 基础信息节点类* 基础信息节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:1272:                if (当前场景 && 私有_场景索引包含(基础信息, 当前场景, 基础节点)) {"
"present"	"私有_把基础信息挂入场景索引"	"私有_把基础信息挂入场景索引"	"语素类.cpp:248"	"1"	"void 私有_把基础信息挂入场景索引( 基础信息类& 基础信息, 场景节点类* 场景, 基础信息节点类* 基础信息节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:1244:    私有_把基础信息挂入场景索引(基础信息, 场景, 基础信息节点);"
"present"	"私有_语素SQL投影互斥"	"私有_语素SQL投影互斥"	"语素类.cpp:315"	"1"	"std::mutex& 私有_语素SQL投影互斥() noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:709:    std::lock_guard<std::mutex> SQL锁{ 私有_语素SQL投影互斥() };"
"present"	"私有_语素父词面"	"私有_语素父词面"	"语素类.cpp:348"	"1"	"std::string 私有_语素父词面(const 语素节点类* 节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:375:            行.词面 = 私有_语素父词面(节点);"
"present"	"私有_填充语素SQL主信息"	"私有_填充语素SQL主信息"	"语素类.cpp:357"	"1"	"void 私有_填充语素SQL主信息( const 语素节点类* 节点, 结构_语素SQL行& 行)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:467:        私有_填充语素SQL主信息(节点, 行);"
"present"	"私有_语素SQL建库脚本"	"私有_语素SQL建库脚本"	"语素类.cpp:481"	"1"	"std::string 私有_语素SQL建库脚本()"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:729:        if (!私有_执行语素ADO命令(主库连接串, ""语素SQL投影建库"", 私有_语素SQL建库脚本(), 错误)"
"present"	"私有_语素SQL建表脚本"	"私有_语素SQL建表脚本"	"语素类.cpp:489"	"1"	"std::string 私有_语素SQL建表脚本()"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:730:            || !私有_执行语素ADO命令(投影库连接串, ""语素SQL投影建表"", 私有_语素SQL建表脚本(), 错误)"
"present"	"私有_语素SQL视图脚本"	"私有_语素SQL视图脚本"	"语素类.cpp:545"	"1"	"std::string 私有_语素SQL视图脚本()"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:731:            || !私有_执行语素ADO命令(投影库连接串, ""语素SQL投影视图"", 私有_语素SQL视图脚本(), 错误)"
"present"	"私有_构造语素SQL重写脚本"	"私有_构造语素SQL重写脚本"	"语素类.cpp:584"	"1"	"std::string 私有_构造语素SQL重写脚本( const std::vector<结构_语素SQL行>& 行集, const std::string& 来源原因)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"语素类.cpp:732:            || !私有_执行语素ADO命令(投影库连接串, ""语素SQL投影重写"", 私有_构造语素SQL重写脚本(行集, 原因文本), 错误)) {"
"present"	"语素类::~语素类"	"~语素类"	"语素类.cpp:683"	"1"	"语素类::~语素类()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	"语素类.h:35:    ~语素类();"
"present"	"语素类::生成语素节点"	"生成语素节点"	"语素类.cpp:756"	"1"	"语素入口节点类* 语素类::生成语素节点(结构体_分词 分词信息)"	"根据当前输入生成目标数据、场景、动态或回执。"	""	"ClCompile"	"语素类.h:44:    语素入口节点类* 生成语素节点(结构体_分词 分词信息);"
"present"	"语素类::获取词节点指针"	"获取词节点指针"	"语素类.cpp:818"	"1"	"词节点类* 语素类::获取词节点指针(const std::string& 词字符串) const"	"读取并返回指定对象、状态或运行材料。"	""	"ClCompile"	"语素类.h:48:    词节点类* 获取词节点指针(const std::string& 词字符串) const;"
"present"	"选择默认信息入口类型"	"选择默认信息入口类型"	"语素主信息类.h:201"	"1"	"inline 枚举_信息入口类型 选择默认信息入口类型(枚举_词性 词性) noexcept"	"从候选集中选择当前使用对象或方法。"	""	"ClInclude"	"语素主信息类.h:218:    const auto 默认入口 = 选择默认信息入口类型(词性);"
"present"	"人类词性是否兼容基础信息类型"	"人类词性是否兼容基础信息类型"	"语素主信息类.h:325"	"1"	"inline bool 人类词性是否兼容基础信息类型(枚举_词性 词性, 枚举_主信息类型 类型) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	"语素类.cpp:1339:    if (!语素主信息内部::人类词性是否兼容基础信息类型(入口主信息->词性, 实际类型) && 目标类型 != 实际类型) {"
"present"	"私有_比较基础信息引用"	"私有_比较基础信息引用"	"语素主信息类.h:459"	"1"	"static std::int64_t 私有_比较基础信息引用( const 可解析引用<基础信息节点类>& 左, const 可解析引用<基础信息节点类>& 右) noexcept"	"比较当前值、目标值或历史基准。"	""	"ClInclude"	"语素主信息类.h:451:            return 私有_比较基础信息引用(对应基础信息, 右->对应基础信息);"
"present"	"私有_指针句柄文本"	"私有_指针句柄文本"	"语言类_基础信息命名.cpp:35"	"1"	"std::string 私有_指针句柄文本(std::uintptr_t 指针值)"	"服务所在模块的内部辅助流程。"	""	"未在vcxproj登记"	"语言类_基础信息命名.cpp:50:            return 私有_指针句柄文本(std::get<指针句柄>(值).指针);"
"present"	"私有_转换词序列"	"私有_转换词序列"	"语言类.cpp:12"	"1"	"std::vector<可解析引用<const 语素入口节点类>> 私有_转换词序列( const std::vector<const 语素入口节点类*>& 词序列)"	"把输入数据转换为目标类型、语义或结构。"	""	"ClCompile"	"语言类.cpp:85:    主信息->词序列 = 私有_转换词序列(词序列);"
"present"	"语言类::~语言类"	"~语言类"	"语言类.cpp:27"	"1"	"语言类::~语言类()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	"语言类.h:14:    ~语言类();"
"present"	"语言类::新建文章"	"新建文章"	"语言类.cpp:39"	"1"	"文章节点类* 语言类::新建文章(const std::string& 标题, const std::string& 原文)"	"按函数名执行对应处理。"	""	"ClCompile"	"语言类.h:26:    文章节点类* 新建文章(const std::string& 标题, const std::string& 原文);"
"present"	"私有_状态在范围内"	"私有_状态在范围内"	"状态类.cpp:118"	"1"	"bool 私有_状态在范围内( const 状态节点主信息类* 主信息, const 基础信息节点类* 主体, const 特征节点类* 特征) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"状态类.cpp:674:        if (!私有_状态在范围内(主信息, 主体, 特征)) {"
"present"	"状态类::获取状态二次特征"	"获取状态二次特征"	"状态类.cpp:307"	"1"	"I64 状态类::获取状态二次特征(const 状态节点主信息类& 状态一, const 状态节点主信息类& 状态二) const noexcept"	"读取并返回指定对象、状态或运行材料。"	""	"ClCompile"	"状态类.h:72:    I64 获取状态二次特征(const 状态节点主信息类& 状态一, const 状态节点主信息类& 状态二) const noexcept;"
"present"	"私有_状态创建阶段采样序号"	"私有_状态创建阶段采样序号"	"状态类.cpp:36"	"1"	"std::uint64_t 私有_状态创建阶段采样序号(std::uint64_t 总耗时微秒) noexcept"	"创建并返回或登记对应对象。"	""	"ClCompile"	"状态类.cpp:391:    const auto 采样序号 = 私有_状态创建阶段采样序号(总耗时微秒);"
"present"	"状态类::记录内部状态到场景"	"记录内部状态到场景"	"状态类.cpp:481"	"1"	"bool 状态类::记录内部状态到场景( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	""	"ClCompile"	"状态类.h:92:    bool 记录内部状态到场景("
"present"	"状态类::记录世界状态到场景"	"记录世界状态到场景"	"状态类.cpp:507"	"1"	"bool 状态类::记录世界状态到场景( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	""	"ClCompile"	"状态类.h:110:    bool 记录世界状态到场景("
"present"	"状态类::记录内部特征状态"	"记录内部特征状态"	"状态类.cpp:520"	"1"	"状态节点类* 状态类::记录内部特征状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	""	"ClCompile"	"状态类.h:119:    状态节点类* 记录内部特征状态("
"present"	"状态类::删除状态"	"删除状态"	"状态类.cpp:533"	"1"	"bool 状态类::删除状态(状态节点类* 节点)"	"删除指定对象、状态或登记项。"	""	"ClCompile"	"状态类.h:128:    bool 删除状态(状态节点类* 节点);"
"present"	"状态类::枚举全部状态"	"枚举全部状态"	"状态类.cpp:545"	"1"	"std::vector<状态节点类*> 状态类::枚举全部状态() const"	"按函数名执行对应处理。"	""	"ClCompile"	"状态类.h:130:    std::vector<状态节点类*> 枚举全部状态() const;"
